Aggregate with Dmax= 1026.64 and aeff= 211.234
4935  = NAT
1.000	0.000	0.000	= target vector a1 (in TF)
0.000	1.000	0.000	= target vector a1 (in TF)
1.	1.	1.	= d_x/d d_y/d d_z/d (normally 1 1 1)
J	JX	JY	JZ	ICMPX	ICMPY	ICMPZ
4206  13 -13  14   1   1   1
4207  12 -12  15   1   1   1
4208  12 -12  16   1   1   1
4209  12 -11  17   1   1   1
4210  12 -14  14   1   1   1
4211  12 -13  15   1   1   1
4212  12 -13  16   1   1   1
4213  12 -12  17   1   1   1
4214  11 -12  18   1   1   1
4215  12 -15  15   1   1   1
4216  12 -14  15   1   1   1
4217  12 -14  16   1   1   1
4218  11 -13  17   1   1   1
4219  11 -13  18   1   1   1
4220  12 -13  13   1   1   1
4221  11 -12  14   1   1   1
4222  11 -12  15   1   1   1
4223  11 -11  16   1   1   1
4224  11 -11  17   1   1   1
4225  11 -14  14   1   1   1
4226  11 -13  15   1   1   1
4227  11 -13  16   1   1   1
4228  11 -12  16   1   1   1
4229  10 -12  17   1   1   1
4230  11 -14  15   1   1   1
4231  11 -14  16   1   1   1
4232  10 -13  17   1   1   1
4233  10 -13  18   1   1   1
4234  11 -13  13   1   1   1
4235  10 -12  15   1   1   1
4236  10 -11  16   1   1   1
4237  10 -11  17   1   1   1
4238  10 -13  14   1   1   1
4239  10 -13  15   1   1   1
4240  10 -12  16   1   1   1
4241   9 -12  17   1   1   1
4242  10 -14  14   1   1   1
4243  10 -14  15   1   1   1
4244  10 -14  16   1   1   1
4245  10 -13  16   1   1   1
4246   9 -13  17   1   1   1
4247  18  -1  -4   1   1   1
4248  18  -2  -4   1   1   1
4249  18  -3  -3   1   1   1
4250  18  -2  -5   1   1   1
4251  18  -3  -4   1   1   1
4252  19  -2  -5   1   1   1
4253  19  -3  -5   1   1   1
4254  19  -4  -4   1   1   1
4255 -16   4   3   1   1   1
4256 -16   3   3   1   1   1
4257 -16   2   3   1   1   1
4258 -15  -0   3   1   1   1
4259 -15  -1   3   1   1   1
4260 -15  -2   3   1   1   1
4261 -16   3   2   1   1   1
4262 -16   2   2   1   1   1
4263 -16   1   2   1   1   1
4264 -16   0   2   1   1   1
4265 -16  -1   2   1   1   1
4266 -16  -2   2   1   1   1
4267 -16  -3   2   1   1   1
4268 -17   3   1   1   1   1
4269 -16   2   1   1   1   1
4270 -16   1   1   1   1   1
4271 -16   0   1   1   1   1
4272 -16  -1   1   1   1   1
4273 -16  -2   1   1   1   1
4274 -17   3   3   1   1   1
4275 -16   1   3   1   1   1
4276 -16  -0   3   1   1   1
4277 -16  -1   4   1   1   1
4278 -16  -2   4   1   1   1
4279 -17   3   2   1   1   1
4280 -17   2   2   1   1   1
4281 -17   1   2   1   1   1
4282 -17   0   2   1   1   1
4283 -17  -1   3   1   1   1
4284 -17  -2   3   1   1   1
4285 -17  -3   3   1   1   1
4286 -17   2   1   1   1   1
4287 -17   1   1   1   1   1
4288 -17  -1   2   1   1   1
4289 -17  -2   2   1   1   1
4290 -17  -3   2   1   1   1
4291 -17   2   4   1   1   1
4292 -17   1   4   1   1   1
4293 -17   0   4   1   1   1
4294 -17  -1   4   1   1   1
4295 -17  -2   4   1   1   1
4296 -18   3   3   1   1   1
4297 -18   2   3   1   1   1
4298 -18   1   3   1   1   1
4299 -18   0   3   1   1   1
4300 -18  -1   3   1   1   1
4301 -18  -2   3   1   1   1
4302 -18   3   2   1   1   1
4303 -18   2   2   1   1   1
4304 -18   1   2   1   1   1
4305 -18   0   2   1   1   1
4306 -18  -1   2   1   1   1
4307 -18  -2   2   1   1   1
4308 -18  -3   2   1   1   1
4309 -10 -13   1   1   1   1
4310 -10 -13   2   1   1   1
4311 -11 -14   3   1   1   1
4312 -11 -14   4   1   1   1
4313 -11 -14   5   1   1   1
4314 -12 -14   6   1   1   1
4315 -12 -14   7   1   1   1
4316 -11 -13   2   1   1   1
4317 -11 -13   3   1   1   1
4318 -12 -13   4   1   1   1
4319 -12 -13   5   1   1   1
4320 -13 -13   5   1   1   1
4321 -13 -13   6   1   1   1
4322 -11 -12   1   1   1   1
4323 -12 -12   2   1   1   1
4324 -12 -12   3   1   1   1
4325 -13 -13   4   1   1   1
4326 -14 -13   6   1   1   1
4327  -9 -13   2   1   1   1
4328 -10 -13   3   1   1   1
4329 -10 -13   4   1   1   1
4330 -11 -13   5   1   1   1
4331 -11 -13   6   1   1   1
4332 -12 -13   7   1   1   1
4333 -10 -12   1   1   1   1
4334 -10 -12   2   1   1   1
4335 -11 -12   3   1   1   1
4336 -11 -12   4   1   1   1
4337 -12 -12   5   1   1   1
4338 -12 -12   6   1   1   1
4339 -13 -13   7   1   1   1
4340 -11 -11   1   1   1   1
4341 -11 -11   2   1   1   1
4342 -12 -12   4   1   1   1
4343 -13 -12   6   1   1   1
4344  -9 -12   2   1   1   1
4345  -9 -12   3   1   1   1
4346 -10 -12   4   1   1   1
4347 -10 -12   5   1   1   1
4348 -10 -12   6   1   1   1
4349 -11 -12   6   1   1   1
4350 -11 -12   7   1   1   1
4351  -9 -11   2   1   1   1
4352 -10 -11   3   1   1   1
4353 -11 -11   4   1   1   1
4354 -11 -12   5   1   1   1
4355 -12 -12   7   1   1   1
4356 -10 -11   1   1   1   1
4357 -11 -11   3   1   1   1
4358 -12 -11   5   1   1   1
4359 -12 -11   6   1   1   1
4360 -13 -11   7   1   1   1
4361  16   8   2   1   1   1
4362  17   9   3   1   1   1
4363  17   9   4   1   1   1
4364  18   9   4   1   1   1
4365  16   7   2   1   1   1
4366  17   7   2   1   1   1
4367  17   8   3   1   1   1
4368  18   8   4   1   1   1
4369  19   9   4   1   1   1
4370  17   6   2   1   1   1
4371  18   7   3   1   1   1
4372  18   7   4   1   1   1
4373  19   8   5   1   1   1
4374  15   8   2   1   1   1
4375  16   8   3   1   1   1
4376  16   8   4   1   1   1
4377  17   9   5   1   1   1
4378  16   7   3   1   1   1
4379  17   7   4   1   1   1
4380  17   8   4   1   1   1
4381  18   8   5   1   1   1
4382  16   6   2   1   1   1
4383  17   6   3   1   1   1
4384  18   7   5   1   1   1
4385  14   7   3   1   1   1
4386  15   8   4   1   1   1
4387  16   9   5   1   1   1
4388  17   9   6   1   1   1
4389  15   6   3   1   1   1
4390  15   7   4   1   1   1
4391  16   7   4   1   1   1
4392  17   8   5   1   1   1
4393  17   8   6   1   1   1
4394  16   6   4   1   1   1
4395  17   7   5   1   1   1
4396  18   7   6   1   1   1
4397  -7 -10  10   1   1   1
4398 -13  12  -7   1   1   1
4399 -14  12  -7   1   1   1
4400 -15  12  -6   1   1   1
4401 -13  13  -8   1   1   1
4402 -14  13  -7   1   1   1
4403 -15  13  -7   1   1   1
4404 -16  13  -6   1   1   1
4405 -13  14  -9   1   1   1
4406 -14  14  -8   1   1   1
4407 -15  14  -8   1   1   1
4408 -15  14  -7   1   1   1
4409 -16  14  -6   1   1   1
4410 -12  13  -7   1   1   1
4411 -13  13  -7   1   1   1
4412 -13  13  -6   1   1   1
4413 -14  13  -5   1   1   1
4414 -15  12  -5   1   1   1
4415 -12  14  -8   1   1   1
4416 -13  14  -7   1   1   1
4417 -14  14  -6   1   1   1
4418 -15  13  -6   1   1   1
4419 -15  13  -5   1   1   1
4420 -13  15  -8   1   1   1
4421 -13  15  -7   1   1   1
4422 -14  14  -7   1   1   1
4423 -15  14  -6   1   1   1
4424 -11  14  -6   1   1   1
4425 -12  14  -6   1   1   1
4426 -13  13  -5   1   1   1
4427 -15  13  -4   1   1   1
4428 -12  15  -7   1   1   1
4429 -13  14  -6   1   1   1
4430 -14  14  -5   1   1   1
4431 -15  14  -5   1   1   1
4432 -14  15  -6   1   1   1
4433 -15  15  -6   1   1   1
4434 -15  15  -5   1   1   1
4435  -7  12  -8   1   1   1
4436  -7  13  -8   1   1   1
4437  -7  13 -10   1   1   1
4438  -6  14  -9   1   1   1
4439  -6  14  -8   1   1   1
4440  -8  13  -9   1   1   1
4441  -7  14  -8   1   1   1
4442  -8  13  -8   1   1   1
4443  -8  14  -8   1   1   1
4444  -7  15  -7   1   1   1
4445  -8  14 -10   1   1   1
4446  -7  15  -9   1   1   1
4447  -7  15  -8   1   1   1
4448  -9   6  10   1   1   1
4449  -9   6   9   1   1   1
4450  -9   7   9   1   1   1
4451 -10   8   8   1   1   1
4452 -10   8   7   1   1   1
4453 -10   9   6   1   1   1
4454 -10  10   6   1   1   1
4455 -10   6  11   1   1   1
4456 -10   7  10   1   1   1
4457 -10   8   9   1   1   1
4458 -10   9   8   1   1   1
4459 -10   9   7   1   1   1
4460 -10   7  11   1   1   1
4461 -11   7  10   1   1   1
4462 -11   8  10   1   1   1
4463 -11   9   9   1   1   1
4464 -11   9   8   1   1   1
4465 -11  10   7   1   1   1
4466 -11  11   7   1   1   1
4467 -10   5  10   1   1   1
4468 -10   6   9   1   1   1
4469 -10   6   8   1   1   1
4470 -10   7   8   1   1   1
4471 -11   9   5   1   1   1
4472 -11   6  10   1   1   1
4473 -11   7   9   1   1   1
4474 -11   8   8   1   1   1
4475 -11   8   7   1   1   1
4476 -11   9   7   1   1   1
4477 -11  10   6   1   1   1
4478 -11   6  11   1   1   1
4479 -11   8   9   1   1   1
4480 -12   8   9   1   1   1
4481 -12   9   8   1   1   1
4482 -12   9   7   1   1   1
4483 -12  10   6   1   1   1
4484 -11   5   9   1   1   1
4485 -11   6   8   1   1   1
4486 -11   7   7   1   1   1
4487 -11   8   6   1   1   1
4488 -11   5  10   1   1   1
4489 -11   6   9   1   1   1
4490 -12   6   8   1   1   1
4491 -12   7   8   1   1   1
4492 -12   8   7   1   1   1
4493 -12   8   6   1   1   1
4494 -12   9   5   1   1   1
4495 -12   6  11   1   1   1
4496 -12   6  10   1   1   1
4497 -12   7   9   1   1   1
4498 -12   8   8   1   1   1
4499 -13   9   7   1   1   1
4500 -13  10   6   1   1   1
4501 -13  -4   9   1   1   1
4502 -14  -4   8   1   1   1
4503 -14  -4   7   1   1   1
4504 -13  -5   7   1   1   1
4505 -13  -4   6   1   1   1
4506 -13  -5   8   1   1   1
4507 -14  -5   8   1   1   1
4508 -14  -5   9   1   1   1
4509 -15  -5   8   1   1   1
4510 -15  -5   7   1   1   1
4511 -14  -6   7   1   1   1
4512 -14  -5   6   1   1   1
4513  12  -9  -5   1   1   1
4514  13  -8  -5   1   1   1
4515  13  -7  -6   1   1   1
4516  -9 -12  13   1   1   1
4517   4  12   7   1   1   1
4518   3  13   8   1   1   1
4519   3  14   9   1   1   1
4520   2  15  10   1   1   1
4521   4  13   6   1   1   1
4522   3  13   7   1   1   1
4523   3  14   8   1   1   1
4524   2  15   8   1   1   1
4525   2  15   9   1   1   1
4526   2  16  10   1   1   1
4527   4  13   5   1   1   1
4528   3  13   6   1   1   1
4529   3  14   6   1   1   1
4530   3  15   7   1   1   1
4531   2  16   8   1   1   1
4532   1  16   9   1   1   1
4533   5  12   7   1   1   1
4534   5  13   7   1   1   1
4535   4  13   8   1   1   1
4536   4  14   9   1   1   1
4537   3  15  10   1   1   1
4538   3  16  11   1   1   1
4539   5  13   6   1   1   1
4540   4  14   7   1   1   1
4541   4  14   8   1   1   1
4542   3  15   8   1   1   1
4543   3  16   9   1   1   1
4544   5  13   5   1   1   1
4545   4  14   6   1   1   1
4546   3  16   8   1   1   1
4547   2  17   9   1   1   1
4548   6  12   7   1   1   1
4549   6  13   7   1   1   1
4550   5  14   8   1   1   1
4551   5  14   9   1   1   1
4552   4  15   9   1   1   1
4553   4  16  10   1   1   1
4554   4  16  11   1   1   1
4555   6  13   6   1   1   1
4556   5  14   7   1   1   1
4557   5  15   8   1   1   1
4558   4  16   9   1   1   1
4559   3  17  10   1   1   1
4560   6  14   5   1   1   1
4561   5  14   6   1   1   1
4562   5  15   6   1   1   1
4563   4  16   7   1   1   1
4564   4  16   8   1   1   1
4565   3  17   8   1   1   1
4566   3  17   9   1   1   1
4567 -16  -4   6   1   1   1
4568 -15  -4   6   1   1   1
4569 -15 -14   1   1   1   1
4570 -16 -14   1   1   1   1
4571 -17 -15   1   1   1   1
4572 -14 -15   1   1   1   1
4573 -15 -15   1   1   1   1
4574 -16 -16   1   1   1   1
4575 -15 -15   2   1   1   1
4576 -16 -15   2   1   1   1
4577 -15 -13   2   1   1   1
4578 -16 -14   2   1   1   1
4579 -17 -14   3   1   1   1
4580 -14 -14   2   1   1   1
4581 -16 -15   3   1   1   1
4582 -13  -8   4   1   1   1
4583 -14  -8   4   1   1   1
4584 -15  -8   4   1   1   1
4585 -16  -8   4   1   1   1
4586 -17  -8   4   1   1   1
4587 -13  -7   2   1   1   1
4588 -14  -7   3   1   1   1
4589 -15  -7   3   1   1   1
4590 -16  -7   3   1   1   1
4591 -17  -7   3   1   1   1
4592 -13  -8   3   1   1   1
4593 -14  -8   3   1   1   1
4594 -15  -8   3   1   1   1
4595 -16  -8   3   1   1   1
4596 -17  -8   3   1   1   1
4597 -13  -9   3   1   1   1
4598 -14  -9   3   1   1   1
4599 -15  -9   3   1   1   1
4600 -16  -9   4   1   1   1
4601 -17  -9   4   1   1   1
4602 -13  -8   2   1   1   1
4603 -14  -8   2   1   1   1
4604 -15  -9   2   1   1   1
4605 -16  -9   2   1   1   1
4606 -17  -9   2   1   1   1
4607 -14  15 -10   1   1   1
4608 -15  14 -10   1   1   1
4609 -15  13 -11   1   1   1
4610 -15  12 -11   1   1   1
4611 -15  11 -12   1   1   1
4612 -15  14  -9   1   1   1
4613 -15  13 -10   1   1   1
4614 -16  12 -11   1   1   1
4615 -16  11 -11   1   1   1
4616 -16  13  -9   1   1   1
4617 -16  12  -9   1   1   1
4618 -16  12 -10   1   1   1
4619 -17  11 -10   1   1   1
4620 -14  13 -10   1   1   1
4621 -14  12 -10   1   1   1
4622 -14  12 -11   1   1   1
4623 -15  11 -11   1   1   1
4624 -14  14  -9   1   1   1
4625 -14  13  -9   1   1   1
4626 -15  12 -10   1   1   1
4627 -15  11 -10   1   1   1
4628 -15  10 -11   1   1   1
4629 -15  13  -8   1   1   1
4630 -15  12  -9   1   1   1
4631 -16  11  -9   1   1   1
4632 -16  10 -10   1   1   1
4633 -13  13 -10   1   1   1
4634 -13  12 -10   1   1   1
4635 -14  11 -10   1   1   1
4636 -14  10 -11   1   1   1
4637 -14  12  -9   1   1   1
4638 -15  10 -10   1   1   1
4639 -14  13  -8   1   1   1
4640 -14  12  -8   1   1   1
4641 -15  11  -8   1   1   1
4642 -15  11  -9   1   1   1
4643 -15  10  -9   1   1   1
4644 -11   2  16   1   1   1
4645 -12   2  16   1   1   1
4646 -12   1  16   1   1   1
4647 -10   2  15   1   1   1
4648 -11   1  15   1   1   1
4649 -12   0  15   1   1   1
4650 -10   2  16   1   1   1
4651 -11   1  16   1   1   1
4652 -12   0  16   1   1   1
4653 -10   2  17   1   1   1
4654 -11   1  17   1   1   1
4655 -12   0  17   1   1   1
4656 -10   1  16   1   1   1
4657 -10   0  16   1   1   1
4658 -11  -1  16   1   1   1
4659  19   3   0   1   1   1
4660  20   3  -0   1   1   1
4661  11  15  -4   1   1   1
4662  11  14  -4   1   1   1
4663 -12  -5  14   1   1   1
4664 -12  -6  14   1   1   1
4665 -11  -6  14   1   1   1
4666 -12  -4  14   1   1   1
4667 -11  -5  14   1   1   1
4668 -10  -5  14   1   1   1
4669 -12  -5  15   1   1   1
4670 -10  -6  14   1   1   1
4671 -12  -6  15   1   1   1
4672 -11  -6  15   1   1   1
4673 -12  -4  15   1   1   1
4674 -11  -5  15   1   1   1
4675 -10  -5  15   1   1   1
4676   2  -4  10   1   1   1
4677 -12 -14   8   1   1   1
4678 -12 -14   9   1   1   1
4679 -12 -15  -3   1   1   1
4680 -11 -15  -3   1   1   1
4681 -10 -16  -3   1   1   1
4682  -9 -16  -3   1   1   1
4683 -12 -14  -3   1   1   1
4684 -11 -14  -3   1   1   1
4685 -10 -15  -3   1   1   1
4686  -9 -16  -2   1   1   1
4687 -12 -13  -3   1   1   1
4688 -11 -13  -3   1   1   1
4689 -10 -14  -2   1   1   1
4690  -9 -14  -2   1   1   1
4691  -8 -15  -2   1   1   1
4692 -12 -14  -4   1   1   1
4693 -11 -15  -4   1   1   1
4694 -10 -15  -4   1   1   1
4695 -10 -16  -4   1   1   1
4696  -9 -16  -4   1   1   1
4697 -12 -13  -4   1   1   1
4698 -11 -14  -4   1   1   1
4699 -10 -14  -4   1   1   1
4700  -9 -15  -3   1   1   1
4701  -8 -15  -3   1   1   1
4702 -11 -13  -4   1   1   1
4703 -10 -13  -3   1   1   1
4704  -9 -14  -3   1   1   1
4705  -8 -14  -3   1   1   1
4706 -12 -14  -5   1   1   1
4707 -11 -14  -5   1   1   1
4708 -10 -15  -5   1   1   1
4709  -9 -15  -5   1   1   1
4710  -8 -16  -5   1   1   1
4711 -11 -13  -5   1   1   1
4712 -10 -14  -5   1   1   1
4713  -9 -15  -4   1   1   1
4714  -8 -15  -4   1   1   1
4715 -11 -12  -5   1   1   1
4716 -10 -13  -4   1   1   1
4717  -9 -13  -4   1   1   1
4718  -8 -14  -4   1   1   1
4719  11 -12  19   1   1   1
4720  11 -12  20   1   1   1
4721  11 -11  21   1   1   1
4722  11 -11  22   1   1   1
4723  12 -12  18   1   1   1
4724  12 -12  19   1   1   1
4725  12 -11  20   1   1   1
4726  12 -11  21   1   1   1
4727  12 -10  21   1   1   1
4728  13 -12  18   1   1   1
4729  13 -11  19   1   1   1
4730  12 -10  20   1   1   1
4731  12 -13  18   1   1   1
4732  12 -13  19   1   1   1
4733  12 -12  20   1   1   1
4734  11 -12  21   1   1   1
4735  11 -12  22   1   1   1
4736  13 -13  18   1   1   1
4737  12 -11  22   1   1   1
4738  13 -12  19   1   1   1
4739  13 -11  20   1   1   1
4740  13 -11  21   1   1   1
4741  13 -10  22   1   1   1
4742  12 -14  19   1   1   1
4743  12 -14  20   1   1   1
4744  12 -13  21   1   1   1
4745  12 -13  22   1   1   1
4746  12 -12  22   1   1   1
4747  13 -13  19   1   1   1
4748  13 -13  20   1   1   1
4749  13 -12  21   1   1   1
4750  13 -12  22   1   1   1
4751  14 -13  18   1   1   1
4752  14 -12  19   1   1   1
4753  14 -12  20   1   1   1
4754  14 -12  21   1   1   1
4755  14 -11  22   1   1   1
4756  13   6  10   1   1   1
4757  14   7  11   1   1   1
4758  15   7  11   1   1   1
4759  14   6  10   1   1   1
4760  15   6  10   1   1   1
4761  14   7  10   1   1   1
4762  15   7  10   1   1   1
4763  13   8  10   1   1   1
4764  14   8  10   1   1   1
4765  15   8  10   1   1   1
4766  14   7   9   1   1   1
4767  15   7   9   1   1   1
4768   9  14  -5   1   1   1
4769  10  14  -4   1   1   1
4770  10  12  -5   1   1   1
4771  10  13  -4   1   1   1
4772  11  13  -4   1   1   1
4773  10  13  -5   1   1   1
4774  11  13  -5   1   1   1
4775  10  14  -6   1   1   1
4776  11  14  -5   1   1   1
4777  12  14  -5   1   1   1
4778  10  13  -6   1   1   1
4779  12  13  -5   1   1   1
4780 -10  -9  10   1   1   1
4781  -9  -9   9   1   1   1
4782   7   3 -11   1   1   1
4783   7   3 -10   1   1   1
4784   7   4  -9   1   1   1
4785   8   2 -11   1   1   1
4786   8   3 -10   1   1   1
4787   8   3  -9   1   1   1
4788   9   2 -10   1   1   1
4789   9   3  -9   1   1   1
4790 -19   4   3   1   1   1
4791 -19   5   3   1   1   1
4792 -18   6   3   1   1   1
4793 -18   7   3   1   1   1
4794 -18   8   3   1   1   1
4795 -18   4   4   1   1   1
4796 -18   5   4   1   1   1
4797 -17   6   4   1   1   1
4798 -17   7   4   1   1   1
4799 -17   8   4   1   1   1
4800 -18   4   3   1   1   1
4801 -18   5   3   1   1   1
4802 -17   6   3   1   1   1
4803 -17   7   3   1   1   1
4804 -17   8   3   1   1   1
4805 -18   4   2   1   1   1
4806 -18   5   2   1   1   1
4807 -17   6   2   1   1   1
4808 -17   7   2   1   1   1
4809 -17   8   2   1   1   1
4810 -17   4   3   1   1   1
4811 -17   5   3   1   1   1
4812 -16   5   3   1   1   1
4813 -16   6   3   1   1   1
4814 -16   7   3   1   1   1
4815   5  -9 -21   1   1   1
4816   6  -8 -20   1   1   1
4817   6  -7 -19   1   1   1
4818   6 -10 -21   1   1   1
4819   6  -9 -21   1   1   1
4820   7  -8 -20   1   1   1
4821   7  -7 -19   1   1   1
4822   7 -10 -22   1   1   1
4823   7  -9 -21   1   1   1
4824   7  -9 -20   1   1   1
4825   8  -8 -20   1   1   1
4826   8  -7 -19   1   1   1
4827   5 -10 -20   1   1   1
4828   5  -9 -20   1   1   1
4829   6  -9 -19   1   1   1
4830   6  -8 -19   1   1   1
4831   6  -7 -18   1   1   1
4832   6 -10 -20   1   1   1
4833   7  -8 -19   1   1   1
4834   7  -8 -18   1   1   1
4835   7 -11 -21   1   1   1
4836   7 -10 -20   1   1   1
4837   8  -9 -19   1   1   1
4838   8  -8 -18   1   1   1
4839   5 -11 -20   1   1   1
4840   5 -10 -19   1   1   1
4841   6  -9 -18   1   1   1
4842   6  -8 -17   1   1   1
4843   6 -11 -20   1   1   1
4844   6 -10 -19   1   1   1
4845   7  -9 -18   1   1   1
4846   7  -8 -17   1   1   1
4847   7 -11 -20   1   1   1
4848   7 -10 -19   1   1   1
4849   4  15  11   1   1   1
4850   5  16  10   1   1   1
4851   5  16  11   1   1   1
4852   5  15  12   1   1   1
4853   6  16  10   1   1   1
4854   6  16  11   1   1   1
4855   6  15  12   1   1   1
4856  -1   0  14   1   1   1
4857   0   0  14   1   1   1
4858   1   0  14   1   1   1
4859   2   0  14   1   1   1
4860   3   0  14   1   1   1
4861  -1   1  15   1   1   1
4862   0   1  15   1   1   1
4863   1   1  15   1   1   1
4864   2   1  15   1   1   1
4865   3   1  15   1   1   1
4866  -1   2  16   1   1   1
4867   0   2  16   1   1   1
4868   1   2  16   1   1   1
4869   2   2  16   1   1   1
4870   3   2  16   1   1   1
4871  -1   1  14   1   1   1
4872   0   1  14   1   1   1
4873   1   1  14   1   1   1
4874   2   1  14   1   1   1
4875   3   1  14   1   1   1
4876  -1   2  14   1   1   1
4877   0   2  14   1   1   1
4878   1   2  14   1   1   1
4879   2   2  14   1   1   1
4880  -1   3  15   1   1   1
4881   0   2  15   1   1   1
4882   1   2  15   1   1   1
4883   2   2  15   1   1   1
4884   3   2  15   1   1   1
4885  -1   2  13   1   1   1
4886   0   2  13   1   1   1
4887   1   1  13   1   1   1
4888   2   1  13   1   1   1
4889   3   1  13   1   1   1
4890   1   2  13   1   1   1
4891   2   2  13   1   1   1
4892   3   2  13   1   1   1
4893  -1   3  14   1   1   1
4894   0   3  14   1   1   1
4895   1   3  14   1   1   1
4896   2   3  14   1   1   1
4897   3   3  14   1   1   1
4898 -19 -16   3   1   1   1
4899 -18 -15   3   1   1   1
4900 -18 -14   3   1   1   1
4901 -16 -13   2   1   1   1
4902 -18 -16   3   1   1   1
4903 -17 -15   3   1   1   1
4904 -16 -14   3   1   1   1
4905 -15 -14   3   1   1   1
4906 -18 -17   4   1   1   1
4907 -17 -16   4   1   1   1
4908 -16 -16   4   1   1   1
4909 -16 -15   4   1   1   1
4910 -15 -14   4   1   1   1
4911 -19 -15   4   1   1   1
4912 -19 -14   4   1   1   1
4913 -17 -13   3   1   1   1
4914 -16 -13   3   1   1   1
4915 -19 -16   4   1   1   1
4916 -18 -15   4   1   1   1
4917 -17 -14   4   1   1   1
4918 -16 -14   4   1   1   1
4919 -16 -13   4   1   1   1
4920 -18 -16   5   1   1   1
4921 -17 -16   5   1   1   1
4922 -17 -15   5   1   1   1
4923 -20 -14   5   1   1   1
4924 -18 -13   4   1   1   1
4925 -17 -13   4   1   1   1
4926 -16 -12   4   1   1   1
4927 -19 -15   5   1   1   1
4928 -18 -14   5   1   1   1
4929 -17 -14   5   1   1   1
4930 -17 -13   5   1   1   1
4931 -16 -13   5   1   1   1
4932 -19 -16   6   1   1   1
4933 -18 -15   6   1   1   1
4934 -16 -14   5   1   1   1
4935 -15 -13   5   1   1   1
